Tag,Id,Distro,CVE ID,Type,Severity,Packages,Source Package,Package Version,Package License,CVSS,Fix Status,Risk Factors,Description,Cause,Containers,Published,Vulnerability Link
console_21_08_514,sha256:58c779558b2751e06c96a12e96379d1792f4352b8ea20fddbba0519048b395d9,redhat-RHEL8,CVE-2021-36085,OS,moderate,libsepol,,2.9-2.el8,LGPLv2+,3.3,affected,"Attack complexity: low, Medium severity, Recent vulnerability",The CIL compiler in SELinux 3.2 has a use-after-free in __cil_verify_classperms (called from __verify_map_perm_classperms and hashtab_map).,,1,2021-07-01 03:15:00.000,https://access.redhat.com/security/cve/CVE-2021-36085
console_21_08_514,sha256:58c779558b2751e06c96a12e96379d1792f4352b8ea20fddbba0519048b395d9,redhat-RHEL8,CVE-2021-36084,OS,moderate,libsepol,,2.9-2.el8,LGPLv2+,3.3,affected,"Attack complexity: low, Medium severity, Recent vulnerability",The CIL compiler in SELinux 3.2 has a use-after-free in __cil_verify_classperms (called from __cil_verify_classpermission and __cil_pre_verify_helper).,,1,2021-07-01 03:15:00.000,https://access.redhat.com/security/cve/CVE-2021-36084
console_21_08_514,sha256:58c779558b2751e06c96a12e96379d1792f4352b8ea20fddbba0519048b395d9,redhat-RHEL8,CVE-2021-36086,OS,moderate,libsepol,,2.9-2.el8,LGPLv2+,3.3,affected,"Attack complexity: low, Medium severity, Recent vulnerability",The CIL compiler in SELinux 3.2 has a use-after-free in cil_reset_classpermission (called from cil_reset_classperms_set and cil_reset_classperms_list).,,1,2021-07-01 03:15:00.000,https://access.redhat.com/security/cve/CVE-2021-36086
console_21_08_514,sha256:58c779558b2751e06c96a12e96379d1792f4352b8ea20fddbba0519048b395d9,redhat-RHEL8,CVE-2021-33560,OS,moderate,libgcrypt,,1.8.5-4.el8,LGPLv2+,7.5,affected,"Attack complexity: low, Attack vector: network, Medium severity, Recent vulnerability","Libgcrypt before 1.8.8 and 1.9.x before 1.9.3 mishandles ElGamal encryption because it lacks exponent blinding to address a side-channel attack against mpi_powm, and the window size is not chosen appropriately. (There is also an interoperability problem because the selection of the k integer value does not properly consider the differences between basic ElGamal encryption and generalized ElGamal encryption.) This, for example, affects use of ElGamal in OpenPGP.",,1,2021-06-08 11:15:00.000,https://access.redhat.com/security/cve/CVE-2021-33560
console_21_08_514,sha256:58c779558b2751e06c96a12e96379d1792f4352b8ea20fddbba0519048b395d9,redhat-RHEL8,CVE-2020-14155,OS,low,pcre,,8.42-4.el8,BSD,5.3,affected,"Attack complexity: low, Attack vector: network, Recent vulnerability",libpcre in PCRE before 8.44 allows an integer overflow via a large number after a,,1,2020-06-15 17:15:00.000,https://access.redhat.com/security/cve/CVE-2020-14155
console_21_08_514,sha256:58c779558b2751e06c96a12e96379d1792f4352b8ea20fddbba0519048b395d9,redhat-RHEL8,CVE-2019-20838,OS,low,pcre,,8.42-4.el8,BSD,7.5,affected,"Attack complexity: low, Attack vector: network","libpcre in PCRE before 8.43 allows a subject buffer over-read in JIT when UTF is disabled, and \\X or \\R has more than one fixed quantifier, a related issue to CVE-2019-20454.",,1,2020-06-15 17:15:00.000,https://access.redhat.com/security/cve/CVE-2019-20838
console_21_08_514,sha256:58c779558b2751e06c96a12e96379d1792f4352b8ea20fddbba0519048b395d9,redhat-RHEL8,CVE-2021-20232,OS,moderate,gnutls,,3.6.14-8.el8_3,GPLv3+ and LGPLv2+,3.7,affected,"Attack vector: network, Medium severity, Recent vulnerability",A flaw was found in gnutls. A use after free issue in client_send_params in lib/ext/pre_shared_key.c may lead to memory corruption and other potential consequences.,,1,2021-03-12 19:15:00.000,https://access.redhat.com/security/cve/CVE-2021-20232
console_21_08_514,sha256:58c779558b2751e06c96a12e96379d1792f4352b8ea20fddbba0519048b395d9,redhat-RHEL8,CVE-2021-20231,OS,moderate,gnutls,,3.6.14-8.el8_3,GPLv3+ and LGPLv2+,3.7,affected,"Attack vector: network, Medium severity, Recent vulnerability",A flaw was found in gnutls. A use after free issue in client sending key_share extension may lead to memory corruption and other consequences.,,1,2021-03-12 19:15:00.000,https://access.redhat.com/security/cve/CVE-2021-20231
console_21_08_514,sha256:58c779558b2751e06c96a12e96379d1792f4352b8ea20fddbba0519048b395d9,redhat-RHEL8,CVE-2021-3421,OS,moderate,rpm,,4.14.3-14.el8_4,GPLv2+,4.7,affected,"Medium severity, Recent vulnerability","A flaw was found in the RPM package in the read functionality. This flaw allows an attacker who can convince a victim to install a seemingly verifiable package or compromise an RPM repository, to cause RPM database corruption. The highest threat from this vulnerability is to data integrity. This flaw affects RPM versions before 4.17.0-alpha.",,1,2021-05-19 14:15:00.000,https://access.redhat.com/security/cve/CVE-2021-3421
console_21_08_514,sha256:58c779558b2751e06c96a12e96379d1792f4352b8ea20fddbba0519048b395d9,redhat-RHEL8,CVE-2021-20266,OS,low,rpm,,4.14.3-14.el8_4,GPLv2+,3.1,affected,"Attack vector: network, Recent vulnerability",A flaw was found in RPM\'s hdrblobInit() in lib/header.c. This flaw allows an attacker who can modify the rpmdb to cause an out-of-bounds read. The highest threat from this vulnerability is to system availability.,,1,2021-04-30 12:15:00.000,https://access.redhat.com/security/cve/CVE-2021-20266
console_21_08_514,sha256:58c779558b2751e06c96a12e96379d1792f4352b8ea20fddbba0519048b395d9,redhat-RHEL8,CVE-2021-23841,OS,moderate,openssl,,1.1.1g-15.el8_3,OpenSSL and ASL 2.0,5.9,affected,"Attack vector: network, DoS, Medium severity, Recent vulnerability",The OpenSSL public API function X509_issuer_and_serial_hash() attempts to create a unique hash value based on the issuer and serial number data contained within an X509 certificate. However it fails to correctly handle any errors that may occur while parsing the issuer field (which might occur if the issuer field is maliciously constructed). This may subsequently result in a NULL pointer deref and a crash leading to a potential denial of service attack. The function X509_issuer_and_serial_hash() is never directly called by OpenSSL itself so applications are only vulnerable if they use this function directly and they use it on certificates that may have been obtained from untrusted sources. OpenSSL versions 1.1.1i and below are affected by this issue. Users of these versions should upgrade to OpenSSL 1.1.1j. OpenSSL versions 1.0.2x and below are affected by this issue. However OpenSSL 1.0.2 is out of support and no longer receiving public updates. Premium support customers of OpenSSL 1.0.2 should upgrade to 1.0.2y. Other users should upgrade to 1.1.1j. Fixed in OpenSSL 1.1.1j (Affected 1.1.1-1.1.1i). Fixed in OpenSSL 1.0.2y (Affected 1.0.2-1.0.2x).,,1,2021-02-16 17:15:00.000,https://access.redhat.com/security/cve/CVE-2021-23841
console_21_08_514,sha256:58c779558b2751e06c96a12e96379d1792f4352b8ea20fddbba0519048b395d9,redhat-RHEL8,CVE-2021-23840,OS,moderate,openssl,,1.1.1g-15.el8_3,OpenSSL and ASL 2.0,7.5,affected,"Attack complexity: low, Attack vector: network, Medium severity, Recent vulnerability","Calls to EVP_CipherUpdate, EVP_EncryptUpdate and EVP_DecryptUpdate may overflow the output length argument in some cases where the input length is close to the maximum permissable length for an integer on the platform. In such cases the return value from the function call will be 1 (indicating success), but the output length value will be negative. This could cause applications to behave incorrectly or crash. OpenSSL versions 1.1.1i and below are affected by this issue. Users of these versions should upgrade to OpenSSL 1.1.1j. OpenSSL versions 1.0.2x and below are affected by this issue. However OpenSSL 1.0.2 is out of support and no longer receiving public updates. Premium support customers of OpenSSL 1.0.2 should upgrade to 1.0.2y. Other users should upgrade to 1.1.1j. Fixed in OpenSSL 1.1.1j (Affected 1.1.1-1.1.1i). Fixed in OpenSSL 1.0.2y (Affected 1.0.2-1.0.2x).",,1,2021-02-16 17:15:00.000,https://access.redhat.com/security/cve/CVE-2021-23840
console_21_08_514,sha256:58c779558b2751e06c96a12e96379d1792f4352b8ea20fddbba0519048b395d9,redhat-RHEL8,CVE-2021-3712,OS,moderate,openssl,,1.1.1g-15.el8_3,OpenSSL and ASL 2.0,6.5,affected,"Attack complexity: low, Attack vector: network, Medium severity, Recent vulnerability","ASN.1 strings are represented internally within OpenSSL as an ASN1_STRING structure which contains a buffer holding the string data and a field holding the buffer length. This contrasts with normal C strings which are repesented as a buffer for the string data which is terminated with a NUL (0) byte. Although not a strict requirement, ASN.1 strings that are parsed using OpenSSL\'s own \""d2i\"" functions (and other similar parsing functions) as well as any string whose value has been set with the ASN1_STRING_set() function will additionally NUL terminate the byte array in the ASN1_STRING structure. However, it is possible for applications to directly construct valid ASN1_STRING structures which do not NUL terminate the byte array by directly setting the \""data\"" and \""length\"" fields in the ASN1_STRING array. This can also happen by using the ASN1_STRING_set0() function. Numerous OpenSSL functions that print ASN.1 data have been found to assume that the ASN1_STRING byte array will be NUL terminated, even though this is not guaranteed for strings that have been directly constructed. Where an application requests an ASN.1 structure to be printed, and where that ASN.1 structure contains ASN1_STRINGs that have been directly constructed by the application without NUL terminating the \""data\"" field, then a read buffer overrun can occur. The same thing can also occur during name constraints proc",,1,2021-08-24 15:15:00.000,https://access.redhat.com/security/cve/CVE-2021-3712
