Tag,Id,Distro,CVE ID,Type,Severity,Packages,Source Package,Package Version,Package License,CVSS,Fix Status,Risk Factors,Description,Cause,Containers,Published,Vulnerability Link
defender_21_08_514,sha256:aaf13f247f08039f819772fb45c86d45d48342c607fe05a65fece7e5a6e0e21b,redhat-RHEL8,CVE-2021-35942,OS,moderate,glibc,,2.28-151.el8,LGPLv2+ and LGPLv2+ with exceptions and GPLv2+ and GPLv2+ with exceptions and BSD and Inner-Net and ISC and Public Domain and GFDL,9.1,affected,"Attack complexity: low, Attack vector: network, DoS, Medium severity, Recent vulnerability","The wordexp function in the GNU C Library (aka glibc) through 2.33 may crash or read arbitrary memory in parse_param (in posix/wordexp.c) when called with an untrusted, crafted pattern, potentially resulting in a denial of service or disclosure of information. This occurs because atoi was used but strtoul should have been used to ensure correct calculations.",,1,2021-07-22 18:15:00.000,https://access.redhat.com/security/cve/CVE-2021-35942
defender_21_08_514,sha256:aaf13f247f08039f819772fb45c86d45d48342c607fe05a65fece7e5a6e0e21b,redhat-RHEL8,CVE-2021-36087,OS,moderate,libsepol,,2.9-2.el8,LGPLv2+,3.3,affected,"Attack complexity: low, Medium severity, Recent vulnerability",The CIL compiler in SELinux 3.2 has a heap-based buffer over-read in ebitmap_match_any (called indirectly from cil_check_neverallow). This occurs because there is sometimes a lack of checks for invalid statements in an optional block.,,1,2021-07-01 03:15:00.000,https://access.redhat.com/security/cve/CVE-2021-36087
defender_21_08_514,sha256:aaf13f247f08039f819772fb45c86d45d48342c607fe05a65fece7e5a6e0e21b,redhat-RHEL8,CVE-2021-36085,OS,moderate,libsepol,,2.9-2.el8,LGPLv2+,3.3,affected,"Attack complexity: low, Medium severity, Recent vulnerability",The CIL compiler in SELinux 3.2 has a use-after-free in __cil_verify_classperms (called from __verify_map_perm_classperms and hashtab_map).,,1,2021-07-01 03:15:00.000,https://access.redhat.com/security/cve/CVE-2021-36085
defender_21_08_514,sha256:aaf13f247f08039f819772fb45c86d45d48342c607fe05a65fece7e5a6e0e21b,redhat-RHEL8,CVE-2021-36084,OS,moderate,libsepol,,2.9-2.el8,LGPLv2+,3.3,affected,"Attack complexity: low, Medium severity, Recent vulnerability",The CIL compiler in SELinux 3.2 has a use-after-free in __cil_verify_classperms (called from __cil_verify_classpermission and __cil_pre_verify_helper).,,1,2021-07-01 03:15:00.000,https://access.redhat.com/security/cve/CVE-2021-36084
defender_21_08_514,sha256:aaf13f247f08039f819772fb45c86d45d48342c607fe05a65fece7e5a6e0e21b,redhat-RHEL8,CVE-2021-36086,OS,moderate,libsepol,,2.9-2.el8,LGPLv2+,3.3,affected,"Attack complexity: low, Medium severity, Recent vulnerability",The CIL compiler in SELinux 3.2 has a use-after-free in cil_reset_classpermission (called from cil_reset_classperms_set and cil_reset_classperms_list).,,1,2021-07-01 03:15:00.000,https://access.redhat.com/security/cve/CVE-2021-36086
defender_21_08_514,sha256:aaf13f247f08039f819772fb45c86d45d48342c607fe05a65fece7e5a6e0e21b,redhat-RHEL8,CVE-2021-33560,OS,moderate,libgcrypt,,1.8.5-4.el8,LGPLv2+,7.5,affected,"Attack complexity: low, Attack vector: network, Medium severity, Recent vulnerability","Libgcrypt before 1.8.8 and 1.9.x before 1.9.3 mishandles ElGamal encryption because it lacks exponent blinding to address a side-channel attack against mpi_powm, and the window size is not chosen appropriately. (There is also an interoperability problem because the selection of the k integer value does not properly consider the differences between basic ElGamal encryption and generalized ElGamal encryption.) This, for example, affects use of ElGamal in OpenPGP.",,1,2021-06-08 11:15:00.000,https://access.redhat.com/security/cve/CVE-2021-33560
defender_21_08_514,sha256:aaf13f247f08039f819772fb45c86d45d48342c607fe05a65fece7e5a6e0e21b,redhat-RHEL8,CVE-2020-14155,OS,low,pcre,,8.42-4.el8,BSD,5.3,affected,"Attack complexity: low, Attack vector: network, Recent vulnerability",libpcre in PCRE before 8.44 allows an integer overflow via a large number after a,,1,2020-06-15 17:15:00.000,https://access.redhat.com/security/cve/CVE-2020-14155
defender_21_08_514,sha256:aaf13f247f08039f819772fb45c86d45d48342c607fe05a65fece7e5a6e0e21b,redhat-RHEL8,CVE-2019-20838,OS,low,pcre,,8.42-4.el8,BSD,7.5,affected,"Attack complexity: low, Attack vector: network","libpcre in PCRE before 8.43 allows a subject buffer over-read in JIT when UTF is disabled, and \\X or \\R has more than one fixed quantifier, a related issue to CVE-2019-20454.",,1,2020-06-15 17:15:00.000,https://access.redhat.com/security/cve/CVE-2019-20838
defender_21_08_514,sha256:aaf13f247f08039f819772fb45c86d45d48342c607fe05a65fece7e5a6e0e21b,redhat-RHEL8,CVE-2021-20232,OS,moderate,gnutls,,3.6.14-8.el8_3,GPLv3+ and LGPLv2+,3.7,affected,"Attack vector: network, Medium severity, Recent vulnerability",A flaw was found in gnutls. A use after free issue in client_send_params in lib/ext/pre_shared_key.c may lead to memory corruption and other potential consequences.,,1,2021-03-12 19:15:00.000,https://access.redhat.com/security/cve/CVE-2021-20232
defender_21_08_514,sha256:aaf13f247f08039f819772fb45c86d45d48342c607fe05a65fece7e5a6e0e21b,redhat-RHEL8,CVE-2021-20231,OS,moderate,gnutls,,3.6.14-8.el8_3,GPLv3+ and LGPLv2+,3.7,affected,"Attack vector: network, Medium severity, Recent vulnerability",A flaw was found in gnutls. A use after free issue in client sending key_share extension may lead to memory corruption and other consequences.,,1,2021-03-12 19:15:00.000,https://access.redhat.com/security/cve/CVE-2021-20231
defender_21_08_514,sha256:aaf13f247f08039f819772fb45c86d45d48342c607fe05a65fece7e5a6e0e21b,redhat-RHEL8,CVE-2021-3421,OS,moderate,rpm,,4.14.3-14.el8_4,GPLv2+,4.7,affected,"Medium severity, Recent vulnerability","A flaw was found in the RPM package in the read functionality. This flaw allows an attacker who can convince a victim to install a seemingly verifiable package or compromise an RPM repository, to cause RPM database corruption. The highest threat from this vulnerability is to data integrity. This flaw affects RPM versions before 4.17.0-alpha.",,1,2021-05-19 14:15:00.000,https://access.redhat.com/security/cve/CVE-2021-3421
defender_21_08_514,sha256:aaf13f247f08039f819772fb45c86d45d48342c607fe05a65fece7e5a6e0e21b,redhat-RHEL8,CVE-2021-20266,OS,low,rpm,,4.14.3-14.el8_4,GPLv2+,3.1,affected,"Attack vector: network, Recent vulnerability",A flaw was found in RPM\'s hdrblobInit() in lib/header.c. This flaw allows an attacker who can modify the rpmdb to cause an out-of-bounds read. The highest threat from this vulnerability is to system availability.,,1,2021-04-30 12:15:00.000,https://access.redhat.com/security/cve/CVE-2021-20266
